f array_size kin_E deflec np s_h_c r_c_c p_c_c ke_over_c conf_perc
2280 20 10 0.250000 10000 902 227 453 721 434.216240
2281 20 10 0.250000 10000 902 227 453 722 434.027778
2282 20 10 0.250000 10000 902 227 453 723 433.839479
2283 20 10 0.250000 10000 902 227 453 724 433.651344
2284 20 10 0.250000 10000 903 227 453 724 433.463372
2285 20 10 0.250000 10000 904 227 453 724 433.275563
2286 20 10 0.250000 10000 904 227 454 724 433.087917
2287 20 10 0.250000 10000 904 227 454 725 432.900433
2288 20 10 0.250000 10000 904 227 454 726 432.713111
2289 20 10 0.250000 10000 905 227 454 726 432.525952
2290 20 10 0.250000 10000 905 227 455 726 432.338954
2291 20 10 0.250000 10000 905 227 455 727 432.152118
2292 20 10 0.250000 10000 906 227 455 727 431.965443
2293 20 10 0.250000 10000 907 227 455 727 431.778929
2294 20 10 0.250000 10000 907 227 456 727 431.592577
2295 20 10 0.250000 10000 908 227 456 727 431.406385
2296 20 10 0.250000 10000 908 227 457 727 431.220354
2297 20 10 0.250000 10000 908 227 457 728 431.034483
2298 20 10 0.250000 10000 908 228 457 728 430.848772
2299 20 10 0.250000 10000 909 228 457 728 430.663221
2300 20 10 0.250000 10000 910 228 457 728 430.477830
2301 20 10 0.250000 10000 910 229 457 728 430.292599
2302 20 10 0.250000 10000 910 229 457 729 430.107527
2303 20 10 0.250000 10000 911 229 457 729 429.922614
2304 20 10 0.250000 10000 911 229 458 729 429.737860
2305 20 10 0.250000 10000 912 229 458 729 429.553265
2306 20 10 0.250000 10000 913 229 458 729 429.368828
2307 20 10 0.250000 10000 913 229 458 730 429.184549
2308 20 10 0.250000 10000 914 229 458 730 429.000429
2309 20 10 0.250000 10000 915 229 458 730 428.816467
2310 20 10 0.250000 10000 915 229 459 730 428.632662
2311 20 10 0.250000 10000 915 229 459 731 428.449015
2312 20 10 0.250000 10000 915 230 459 731 428.265525
2313 20 10 0.250000 10000 916 230 459 731 428.082192
2314 20 10 0.250000 10000 916 230 460 731 427.899016
2315 20 10 0.250000 10000 917 230 460 731 427.715997
2316 20 10 0.250000 10000 917 230 460 732 427.533134
2317 20 10 0.250000 10000 918 230 460 732 427.350427
2318 20 10 0.250000 10000 919 230 460 732 427.167877
2319 20 10 0.250000 10000 919 230 460 733 426.985482
2320 20 10 0.250000 10000 919 230 460 734 426.803244
2321 20 10 0.250000 10000 919 230 460 735 426.621160
2322 20 10 0.250000 10000 919 230 460 736 426.439232
2323 20 10 0.250000 10000 919 230 461 736 426.257460
2324 20 10 0.250000 10000 920 230 461 736 426.075841
2325 20 10 0.250000 10000 920 230 461 737 425.894378
2326 20 10 0.250000 10000 920 230 462 737 425.713069
2327 20 10 0.250000 10000 920 230 462 738 425.531915
2328 20 10 0.250000 10000 920 230 463 738 425.350915
2329 20 10 0.250000 10000 920 230 463 739 425.170068
2330 20 10 0.250000 10000 920 231 463 739 424.989375
2331 20 10 0.250000 10000 921 231 463 739 424.808836
2332 20 10 0.250000 10000 921 231 464 739 424.628450
2333 20 10 0.250000 10000 921 231 464 740 424.448217
2334 20 10 0.250000 10000 921 231 464 741 424.268137
2335 20 10 0.250000 10000 922 231 464 741 424.088210
2336 20 10 0.250000 10000 923 231 464 741 423.908436
2337 20 10 0.250000 10000 923 231 465 741 423.728814
2338 20 10 0.250000 10000 924 231 465 741 423.549343
2339 20 10 0.250000 10000 924 231 465 742 423.370025
2340 20 10 0.250000 10000 924 231 465 743 423.190859
2341 20 10 0.250000 10000 924 231 466 743 423.011844
2342 20 10 0.250000 10000 925 231 466 743 422.832981
2343 20 10 0.250000 10000 925 231 466 744 422.654269
2344 20 10 0.250000 10000 925 231 466 745 422.475708
2345 20 10 0.250000 10000 925 232 466 745 422.297297
2346 20 10 0.250000 10000 925 232 467 745 422.119038
2347 20 10 0.250000 10000 925 232 467 746 421.940928
2348 20 10 0.250000 10000 926 232 467 746 421.762969
2349 20 10 0.250000 10000 927 232 467 746 421.585160
2350 20 10 0.250000 10000 928 232 467 746 421.407501
2351 20 10 0.250000 10000 928 232 467 747 421.229992
2352 20 10 0.250000 10000 929 232 467 747 421.052632
2353 20 10 0.250000 10000 930 232 467 747 420.875421
2354 20 10 0.250000 10000 931 232 467 747 420.698359
2355 20 10 0.250000 10000 932 232 467 747 420.521447
2356 20 10 0.250000 10000 932 232 467 748 420.344683
2357 20 10 0.250000 10000 932 232 467 749 420.168067
2358 20 10 0.250000 10000 933 232 467 749 419.991600
2359 20 10 0.250000 10000 933 232 468 749 419.815281
2360 20 10 0.250000 10000 934 232 468 749 419.639110
2361 20 10 0.250000 10000 934 232 469 749 419.463087
2362 20 10 0.250000 10000 934 232 470 749 419.287212
2363 20 10 0.250000 10000 934 232 471 749 419.111484
2364 20 10 0.250000 10000 935 232 471 749 418.935903
2365 20 10 0.250000 10000 935 233 471 749 418.760469
2366 20 10 0.250000 10000 935 233 472 749 418.585182
2367 20 10 0.250000 10000 936 233 472 749 418.410042
2368 20 10 0.250000 10000 936 233 473 749 418.235048
2369 20 10 0.250000 10000 936 233 473 750 418.060201
2370 20 10 0.250000 10000 937 233 473 750 417.885499
2371 20 10 0.250000 10000 938 233 473 750 417.710944
2372 20 10 0.250000 10000 939 233 473 750 417.536534
2373 20 10 0.250000 10000 940 233 473 750 417.362270
2374 20 10 0.250000 10000 941 233 473 750 417.188152
2375 20 10 0.250000 10000 942 233 473 750 417.014178
2376 20 10 0.250000 10000 942 233 473 751 416.840350
2377 20 10 0.250000 10000 942 233 473 752 416.666667
2378 20 10 0.250000 10000 942 233 473 753 416.493128
2379 20 10 0.250000 10000 942 233 474 753 416.319734
2380 20 10 0.250000 10000 943 233 474 753 416.146484
2381 20 10 0.250000 10000 944 233 474 753 415.973378
2382 20 10 0.250000 10000 944 233 474 754 415.800416
2383 20 10 0.250000 10000 944 233 475 754 415.627598
2384 20 10 0.250000 10000 945 233 475 754 415.454923
2385 20 10 0.250000 10000 945 233 475 755 415.282392
2386 20 10 0.250000 10000 946 233 475 755 415.110004
2387 20 10 0.250000 10000 946 234 475 755 414.937759
2388 20 10 0.250000 10000 947 234 475 755 414.765657
2389 20 10 0.250000 10000 948 234 475 755 414.593698
2390 20 10 0.250000 10000 949 234 475 755 414.421881
2391 20 10 0.250000 10000 949 234 476 755 414.250207
2392 20 10 0.250000 10000 950 234 476 755 414.078675
2393 20 10 0.250000 10000 950 235 476 755 413.907285
2394 20 10 0.250000 10000 951 235 476 755 413.736036
2395 20 10 0.250000 10000 952 235 476 755 413.564930
2396 20 10 0.250000 10000 953 235 476 755 413.393964
2397 20 10 0.250000 10000 953 235 476 756 413.223140
2398 20 10 0.250000 10000 954 235 476 756 413.052458
2399 20 10 0.250000 10000 954 235 477 756 412.881916
2400 20 10 0.250000 10000 954 235 477 757 412.711515
2401 20 10 0.250000 10000 954 235 477 758 412.541254
2402 20 10 0.250000 10000 955 235 477 758 412.371134
2403 20 10 0.250000 10000 956 235 477 758 412.201154
2404 20 10 0.250000 10000 956 235 478 758 412.031314
2405 20 10 0.250000 10000 956 235 478 759 411.861614
2406 20 10 0.250000 10000 956 235 478 760 411.692054
2407 20 10 0.250000 10000 956 235 479 760 411.522634
2408 20 10 0.250000 10000 956 236 479 760 411.353353
2409 20 10 0.250000 10000 956 236 479 761 411.184211
2410 20 10 0.250000 10000 957 236 479 761 411.015208
2411 20 10 0.250000 10000 957 236 480 761 410.846343
2412 20 10 0.250000 10000 957 236 480 762 410.677618
2413 20 10 0.250000 10000 957 236 481 762 410.509031
2414 20 10 0.250000 10000 957 236 482 762 410.340583
2415 20 10 0.250000 10000 957 236 483 762 410.172272
2416 20 10 0.250000 10000 957 236 484 762 410.004100
2417 20 10 0.250000 10000 957 236 484 763 409.836066
2418 20 10 0.250000 10000 957 236 484 764 409.668169
2419 20 10 0.250000 10000 958 236 484 764 409.500410
2420 20 10 0.250000 10000 958 236 485 764 409.332788
2421 20 10 0.250000 10000 958 236 485 765 409.165303
2422 20 10 0.250000 10000 958 236 485 766 408.997955
2423 20 10 0.250000 10000 959 236 485 766 408.830744
2424 20 10 0.250000 10000 959 236 486 766 408.663670
2425 20 10 0.250000 10000 959 236 486 767 408.496732
2426 20 10 0.250000 10000 959 236 486 768 408.329931
2427 20 10 0.250000 10000 959 236 486 769 408.163265
2428 20 10 0.250000 10000 959 236 486 770 407.996736
2429 20 10 0.250000 10000 959 237 486 770 407.830343
2430 20 10 0.250000 10000 959 237 486 771 407.664085
2431 20 10 0.250000 10000 959 237 487 771 407.497963
2432 20 10 0.250000 10000 959 237 487 772 407.331976
2433 20 10 0.250000 10000 959 237 488 772 407.166124
2434 20 10 0.250000 10000 959 237 488 773 407.000407
2435 20 10 0.250000 10000 960 237 488 773 406.834825
2436 20 10 0.250000 10000 960 237 488 774 406.669378
2437 20 10 0.250000 10000 960 237 489 774 406.504065
2438 20 10 0.250000 10000 961 237 489 774 406.338887
2439 20 10 0.250000 10000 961 237 489 775 406.173842
2440 20 10 0.250000 10000 961 238 489 775 406.008932
2441 20 10 0.250000 10000 961 238 490 775 405.844156
2442 20 10 0.250000 10000 962 238 490 775 405.679513
2443 20 10 0.250000 10000 962 238 490 776 405.515004
2444 20 10 0.250000 10000 963 238 490 776 405.350628
2445 20 10 0.250000 10000 963 238 490 777 405.186386
2446 20 10 0.250000 10000 963 238 490 778 405.022276
2447 20 10 0.250000 10000 963 239 490 778 404.858300
2448 20 10 0.250000 10000 963 239 490 779 404.694456
2449 20 10 0.250000 10000 964 239 490 779 404.530744
2450 20 10 0.250000 10000 965 239 490 779 404.367165
2451 20 10 0.250000 10000 966 239 490 779 404.203719
2452 20 10 0.250000 10000 966 239 491 779 404.040404
2453 20 10 0.250000 10000 967 239 491 779 403.877221
2454 20 10 0.250000 10000 967 239 491 780 403.714170
2455 20 10 0.250000 10000 967 239 491 781 403.551251
2456 20 10 0.250000 10000 968 239 491 781 403.388463
2457 20 10 0.250000 10000 968 239 492 781 403.225806
2458 20 10 0.250000 10000 968 239 492 782 403.063281
2459 20 10 0.250000 10000 969 239 492 782 402.900886
2460 20 10 0.250000 10000 970 239 492 782 402.738623
2461 20 10 0.250000 10000 970 239 492 783 402.576490
2462 20 10 0.250000 10000 970 239 493 783 402.414487
2463 20 10 0.250000 10000 970 239 493 784 402.252615
2464 20 10 0.250000 10000 971 239 493 784 402.090873
2465 20 10 0.250000 10000 971 239 494 784 401.929260
2466 20 10 0.250000 10000 971 240 494 784 401.767778
2467 20 10 0.250000 10000 971 240 494 785 401.606426
2468 20 10 0.250000 10000 972 240 494 785 401.445203
2469 20 10 0.250000 10000 972 240 495 785 401.284109
2470 20 10 0.250000 10000 972 240 495 786 401.123145
2471 20 10 0.250000 10000 972 240 495 787 400.962310
2472 20 10 0.250000 10000 972 241 495 787 400.801603
2473 20 10 0.250000 10000 972 241 495 788 400.641026
2474 20 10 0.250000 10000 973 241 495 788 400.480577
2475 20 10 0.250000 10000 973 241 496 788 400.320256
2476 20 10 0.250000 10000 974 241 496 788 400.160064
2477 20 10 0.250000 10000 974 241 497 788 400.000000
2478 20 10 0.250000 10000 974 241 498 788 399.840064
2479 20 10 0.250000 10000 974 241 498 789 399.680256
2480 20 10 0.250000 10000 975 241 498 789 399.520575
2481 20 10 0.250000 10000 975 241 499 789 399.361022
2482 20 10 0.250000 10000 975 241 499 790 399.201597
2483 20 10 0.250000 10000 975 241 500 790 399.042298
2484 20 10 0.250000 10000 975 241 500 791 398.883127
2485 20 10 0.250000 10000 976 241 500 791 398.724083
2486 20 10 0.250000 10000 976 241 500 792 398.565165
2487 20 10 0.250000 10000 976 241 500 793 398.406375
2488 20 10 0.250000 10000 976 241 501 793 398.247710
2489 20 10 0.250000 10000 976 241 501 794 398.089172
2490 20 10 0.250000 10000 976 241 501 795 397.930760
2491 20 10 0.250000 10000 976 241 501 796 397.772474
2492 20 10 0.250000 10000 976 242 501 796 397.614314
2493 20 10 0.250000 10000 976 242 501 797 397.456280
2494 20 10 0.250000 10000 976 242 501 798 397.298371
2495 20 10 0.250000 10000 976 242 501 799 397.140588
2496 20 10 0.250000 10000 977 242 501 799 396.982930
2497 20 10 0.250000 10000 977 243 501 799 396.825397
2498 20 10 0.250000 10000 978 243 501 799 396.667989
2499 20 10 0.250000 10000 978 243 502 799 396.510706
2500 20 10 0.250000 10000 978 243 502 800 396.353547
2501 20 10 0.250000 10000 978 243 503 800 396.196513
2502 20 10 0.250000 10000 979 243 503 800 396.039604
2503 20 10 0.250000 10000 980 243 503 800 395.882819
2504 20 10 0.250000 10000 980 243 503 801 395.726157
2505 20 10 0.250000 10000 981 243 503 801 395.569620
2506 20 10 0.250000 10000 982 243 503 801 395.413207
2507 20 10 0.250000 10000 983 243 503 802 395.100751
2508 20 10 0.250000 10000 984 243 503 802 394.944708
2509 20 10 0.250000 10000 984 243 503 803 394.788788
2510 20 10 0.250000 10000 985 243 503 803 394.632991
2511 20 10 0.250000 10000 986 243 503 803 394.477318
2512 20 10 0.250000 10000 986 244 503 803 394.321767
2513 20 10 0.250000 10000 987 244 503 803 394.166338
2514 20 10 0.250000 10000 987 244 504 803 394.011032
2515 20 10 0.250000 10000 988 244 504 803 393.855849
2516 20 10 0.250000 10000 989 244 504 803 393.700787
2517 20 10 0.250000 10000 989 244 504 804 393.545848
2518 20 10 0.250000 10000 989 244 504 805 393.391031
2519 20 10 0.250000 10000 989 244 505 805 393.236335
2520 20 10 0.250000 10000 990 244 505 805 393.081761
2521 20 10 0.250000 10000 990 244 506 805 392.927308
2522 20 10 0.250000 10000 991 244 506 805 392.772977
2523 20 10 0.250000 10000 991 245 506 805 392.618767
2524 20 10 0.250000 10000 992 245 506 805 392.464678
2525 20 10 0.250000 10000 992 245 506 806 392.310710
2526 20 10 0.250000 10000 993 245 506 806 392.156863
2527 20 10 0.250000 10000 993 245 507 806 392.003136
2528 20 10 0.250000 10000 994 245 507 806 391.849530
2529 20 10 0.250000 10000 994 245 507 807 391.696044
2530 20 10 0.250000 10000 994 245 507 808 391.542678
2531 20 10 0.250000 10000 994 245 507 809 391.389432
2532 20 10 0.250000 10000 994 245 508 809 391.236307
2533 20 10 0.250000 10000 995 245 508 809 391.083301
2534 20 10 0.250000 10000 995 245 509 809 390.930414
2535 20 10 0.250000 10000 996 245 509 809 390.777648
2536 20 10 0.250000 10000 997 245 509 809 390.625000
2537 20 10 0.250000 10000 997 245 510 809 390.472472
2538 20 10 0.250000 10000 998 245 510 809 390.320062
2539 20 10 0.250000 10000 999 245 510 809 390.167772
2540 20 10 0.250000 10000 1000 245 510 809 390.015601
2541 20 10 0.250000 10000 1000 245 511 809 389.863548
2542 20 10 0.250000 10000 1000 246 511 809 389.711613
2543 20 10 0.250000 10000 1000 246 512 809 389.559797
2544 20 10 0.250000 10000 1000 246 513 809 389.408100
2545 20 10 0.250000 10000 1000 246 514 809 389.256520
2546 20 10 0.250000 10000 1000 246 514 810 389.105058
2547 20 10 0.250000 10000 1000 246 515 810 388.953715
2548 20 10 0.250000 10000 1001 246 515 810 388.802488
2549 20 10 0.250000 10000 1001 247 515 810 388.651380
2550 20 10 0.250000 10000 1001 247 516 810 388.500389
2551 20 10 0.250000 10000 1002 247 516 810 388.349515
2552 20 10 0.250000 10000 1003 247 516 810 388.198758
2553 20 10 0.250000 10000 1003 247 517 810 388.048118
2554 20 10 0.250000 10000 1003 247 518 810 387.897595
2555 20 10 0.250000 10000 1003 247 518 811 387.747189
2556 20 10 0.250000 10000 1003 247 519 811 387.596899
2557 20 10 0.250000 10000 1003 247 520 811 387.446726
2558 20 10 0.250000 10000 1003 247 520 812 387.296669
2559 20 10 0.250000 10000 1003 247 521 812 387.146729
2560 20 10 0.250000 10000 1003 247 522 812 386.996904
2561 20 10 0.250000 10000 1003 247 522 813 386.847195
2562 20 10 0.250000 10000 1004 247 522 813 386.697602
2563 20 10 0.250000 10000 1005 247 522 813 386.548125
2564 20 10 0.250000 10000 1006 247 522 813 386.398764
2565 20 10 0.250000 10000 1006 247 522 814 386.249517
2566 20 10 0.250000 10000 1006 247 523 814 386.100386
2567 20 10 0.250000 10000 1006 247 523 815 385.951370
2568 20 10 0.250000 10000 1006 247 524 815 385.802469
2569 20 10 0.250000 10000 1007 247 524 815 385.653683
2570 20 10 0.250000 10000 1007 248 524 815 385.505012
2571 20 10 0.250000 10000 1007 248 524 816 385.356455
2572 20 10 0.250000 10000 1007 248 524 817 385.208012
2573 20 10 0.250000 10000 1007 248 524 818 385.059684
2574 20 10 0.250000 10000 1008 248 524 818 384.911470
2575 20 10 0.250000 10000 1008 248 525 818 384.763371
2576 20 10 0.250000 10000 1009 248 525 818 384.615385
2577 20 10 0.250000 10000 1009 249 525 818 384.467512
2578 20 10 0.250000 10000 1010 249 525 818 384.319754
2579 20 10 0.250000 10000 1010 249 525 819 384.172109
2580 20 10 0.250000 10000 1010 249 525 820 384.024578
2581 20 10 0.250000 10000 1011 249 525 820 383.877159
2582 20 10 0.250000 10000 1012 249 525 820 383.729854
2583 20 10 0.250000 10000 1012 249 526 820 383.582662
2584 20 10 0.250000 10000 1012 250 526 820 383.435583
2585 20 10 0.250000 10000 1012 250 527 820 383.288616
2586 20 10 0.250000 10000 1012 251 527 820 383.141762
2587 20 10 0.250000 10000 1013 251 527 820 382.995021
2588 20 10 0.250000 10000 1013 251 528 820 382.848392
2589 20 10 0.250000 10000 1014 251 528 820 382.701875
2590 20 10 0.250000 10000 1015 251 528 820 382.555471
2591 20 10 0.250000 10000 1016 251 528 820 382.409178
2592 20 10 0.250000 10000 1017 251 528 820 382.262997
2593 20 10 0.250000 10000 1018 251 528 820 382.116928
2594 20 10 0.250000 10000 1019 251 528 820 381.970970
2595 20 10 0.250000 10000 1019 251 528 821 381.825124
2596 20 10 0.250000 10000 1019 251 529 821 381.679389
2597 20 10 0.250000 10000 1020 251 529 821 381.533766
2598 20 10 0.250000 10000 1020 252 529 821 381.388253
2599 20 10 0.250000 10000 1020 253 529 821 381.242852
2600 20 10 0.250000 10000 1021 253 529 821 381.097561
2601 20 10 0.250000 10000 1021 253 529 822 380.952381
2602 20 10 0.250000 10000 1021 253 529 823 380.807312
2603 20 10 0.250000 10000 1021 253 529 824 380.662352
2604 20 10 0.250000 10000 1022 253 529 824 380.517504
2605 20 10 0.250000 10000 1023 253 529 824 380.372765
2606 20 10 0.250000 10000 1023 253 530 824 380.228137
2607 20 10 0.250000 10000 1023 253 531 824 380.083618
2608 20 10 0.250000 10000 1023 253 531 825 379.939210
2609 20 10 0.250000 10000 1023 253 531 826 379.794911
2610 20 10 0.250000 10000 1024 253 531 826 379.650721
2611 20 10 0.250000 10000 1024 253 531 827 379.506641
2612 20 10 0.250000 10000 1024 253 532 827 379.362671
2613 20 10 0.250000 10000 1025 253 532 827 379.218809
2614 20 10 0.250000 10000 1026 253 532 827 379.075057
2615 20 10 0.250000 10000 1027 253 532 827 378.931413
2616 20 10 0.250000 10000 1027 253 533 827 378.787879
2617 20 10 0.250000 10000 1027 253 534 827 378.644453
2618 20 10 0.250000 10000 1027 253 535 827 378.501136
2619 20 10 0.250000 10000 1028 253 535 827 378.357927
2620 20 10 0.250000 10000 1028 253 535 828 378.214826
2621 20 10 0.250000 10000 1028 253 535 829 378.071834
2622 20 10 0.250000 10000 1029 253 535 829 377.928949
2623 20 10 0.250000 10000 1030 253 535 829 377.786173
2624 20 10 0.250000 10000 1030 253 535 830 377.643505
2625 20 10 0.250000 10000 1031 253 535 830 377.500944
2626 20 10 0.250000 10000 1031 253 535 831 377.358491
2627 20 10 0.250000 10000 1031 253 535 832 377.216145
2628 20 10 0.250000 10000 1032 253 535 832 377.073906
2629 20 10 0.250000 10000 1032 253 536 832 376.931775
2630 20 10 0.250000 10000 1032 253 536 833 376.789751
2631 20 10 0.250000 10000 1032 253 536 834 376.647834
2632 20 10 0.250000 10000 1032 253 537 834 376.506024
2633 20 10 0.250000 10000 1032 253 538 834 376.364321
2634 20 10 0.250000 10000 1032 253 538 835 376.222724
2635 20 10 0.250000 10000 1032 254 538 835 376.081234
2636 20 10 0.250000 10000 1032 254 538 836 375.939850
2637 20 10 0.250000 10000 1033 254 538 836 375.798572
2638 20 10 0.250000 10000 1033 254 539 836 375.657400
2639 20 10 0.250000 10000 1033 254 540 836 375.516335
2640 20 10 0.250000 10000 1033 254 541 836 375.375375
2641 20 10 0.250000 10000 1033 254 542 836 375.234522
2642 20 10 0.250000 10000 1034 254 542 836 375.093773
2643 20 10 0.250000 10000 1034 254 542 837 374.953131
2644 20 10 0.250000 10000 1035 254 542 837 374.812594
2645 20 10 0.250000 10000 1035 255 542 837 374.672162
2646 20 10 0.250000 10000 1036 255 542 837 374.531835
2647 20 10 0.250000 10000 1036 255 542 838 374.391614
2648 20 10 0.250000 10000 1036 256 542 838 374.251497
2649 20 10 0.250000 10000 1037 256 542 838 374.111485
2650 20 10 0.250000 10000 1037 257 542 838 373.971578
2651 20 10 0.250000 10000 1038 257 542 838 373.831776
2652 20 10 0.250000 10000 1038 257 542 839 373.692078
2653 20 10 0.250000 10000 1038 257 543 839 373.552484
2654 20 10 0.250000 10000 1039 257 543 839 373.412995
2655 20 10 0.250000 10000 1040 257 543 839 373.273610
2656 20 10 0.250000 10000 1040 257 544 839 373.134328
2657 20 10 0.250000 10000 1040 258 544 839 372.995151
2658 20 10 0.250000 10000 1040 258 545 839 372.856078
2659 20 10 0.250000 10000 1041 258 545 839 372.717108
2660 20 10 0.250000 10000 1041 258 546 839 372.578241
2661 20 10 0.250000 10000 1041 259 546 839 372.439479
2662 20 10 0.250000 10000 1042 259 546 839 372.300819
2663 20 10 0.250000 10000 1042 259 547 839 372.162263
2664 20 10 0.250000 10000 1042 260 547 839 372.023810
2665 20 10 0.250000 10000 1043 260 547 839 371.885459
2666 20 10 0.250000 10000 1043 261 547 839 371.747212
2667 20 10 0.250000 10000 1044 261 547 839 371.609067
2668 20 10 0.250000 10000 1045 261 547 839 371.471025
2669 20 10 0.250000 10000 1045 261 548 839 371.333086
2670 20 10 0.250000 10000 1046 261 548 839 371.195249
2671 20 10 0.250000 10000 1046 261 548 840 371.057514
2672 20 10 0.250000 10000 1046 261 548 841 370.919881
2673 20 10 0.250000 10000 1047 261 548 841 370.782351
2674 20 10 0.250000 10000 1047 261 548 842 370.644922
2675 20 10 0.250000 10000 1047 261 548 843 370.507595
2676 20 10 0.250000 10000 1047 261 549 843 370.370370
2677 20 10 0.250000 10000 1048 261 549 843 370.233247
2678 20 10 0.250000 10000 1048 261 549 844 370.096225
2679 20 10 0.250000 10000 1048 261 549 845 369.959304
2680 20 10 0.250000 10000 1048 261 549 846 369.822485
2681 20 10 0.250000 10000 1049 261 549 846 369.685767
2682 20 10 0.250000 10000 1049 261 550 846 369.549150
2683 20 10 0.250000 10000 1050 261 550 846 369.412634
2684 20 10 0.250000 10000 1050 261 550 847 369.276219
2685 20 10 0.250000 10000 1051 261 550 847 369.139904
2686 20 10 0.250000 10000 1051 261 551 847 369.003690
2687 20 10 0.250000 10000 1051 262 551 847 368.867577
2688 20 10 0.250000 10000 1051 262 551 848 368.731563
2689 20 10 0.250000 10000 1051 262 551 849 368.595651
2690 20 10 0.250000 10000 1051 262 552 849 368.459838
2691 20 10 0.250000 10000 1051 263 552 849 368.324125
2692 20 10 0.250000 10000 1052 263 552 849 368.188513
2693 20 10 0.250000 10000 1053 263 552 850 367.917586
2694 20 10 0.250000 10000 1053 264 552 850 367.782273
2695 20 10 0.250000 10000 1054 264 552 850 367.647059
2696 20 10 0.250000 10000 1054 265 552 850 367.511944
2697 20 10 0.250000 10000 1055 265 552 850 367.376929
2698 20 10 0.250000 10000 1055 265 552 851 367.242012
2699 20 10 0.250000 10000 1055 265 552 852 367.107195
2700 20 10 0.250000 10000 1055 265 553 852 366.972477
2701 20 10 0.250000 10000 1055 265 554 852 366.837858
2702 20 10 0.250000 10000 1055 265 554 853 366.703337
2703 20 10 0.250000 10000 1056 265 554 853 366.568915
2704 20 10 0.250000 10000 1057 265 554 853 366.434591
2705 20 10 0.250000 10000 1057 266 554 853 366.300366
2706 20 10 0.250000 10000 1057 266 554 854 366.166239
2707 20 10 0.250000 10000 1057 266 555 854 366.032211
2708 20 10 0.250000 10000 1058 266 555 854 365.898280
2709 20 10 0.250000 10000 1059 266 555 854 365.764448
2710 20 10 0.250000 10000 1059 266 556 854 365.630713
2711 20 10 0.250000 10000 1060 266 556 854 365.497076
2712 20 10 0.250000 10000 1061 266 556 854 365.363537
2713 20 10 0.250000 10000 1062 266 556 854 365.230095
2714 20 10 0.250000 10000 1063 266 556 854 365.096751
2715 20 10 0.250000 10000 1064 266 556 855 364.830354
2716 20 10 0.250000 10000 1064 266 557 855 364.697301
2717 20 10 0.250000 10000 1064 267 557 855 364.564346
2718 20 10 0.250000 10000 1065 267 557 855 364.431487
2719 20 10 0.250000 10000 1066 267 557 855 364.298725
2720 20 10 0.250000 10000 1067 267 557 855 364.166060
2721 20 10 0.250000 10000 1068 267 557 855 364.033491
2722 20 10 0.250000 10000 1068 267 557 856 363.901019
2723 20 10 0.250000 10000 1068 267 557 857 363.768643
2724 20 10 0.250000 10000 1069 267 557 857 363.636364
2725 20 10 0.250000 10000 1070 267 557 857 363.504180
2726 20 10 0.250000 10000 1070 268 557 857 363.372093
2727 20 10 0.250000 10000 1070 268 557 858 363.240102
2728 20 10 0.250000 10000 1071 268 557 858 363.108206
2729 20 10 0.250000 10000 1071 268 557 859 362.976407
2730 20 10 0.250000 10000 1071 268 558 859 362.844702
2731 20 10 0.250000 10000 1071 268 558 860 362.713094
2732 20 10 0.250000 10000 1071 268 559 860 362.581581
2733 20 10 0.250000 10000 1071 268 560 860 362.450163
2734 20 10 0.250000 10000 1072 268 560 860 362.318841
2735 20 10 0.250000 10000 1072 268 561 860 362.187613
2736 20 10 0.250000 10000 1072 268 561 861 362.056481
2737 20 10 0.250000 10000 1072 268 562 861 361.925443
2738 20 10 0.250000 10000 1073 268 562 861 361.794501
2739 20 10 0.250000 10000 1074 268 562 861 361.663653
2740 20 10 0.250000 10000 1074 268 563 861 361.532899
2741 20 10 0.250000 10000 1075 268 563 861 361.402241
2742 20 10 0.250000 10000 1075 268 563 862 361.271676
2743 20 10 0.250000 10000 1076 268 563 862 361.141206
2744 20 10 0.250000 10000 1076 268 563 863 361.010830
2745 20 10 0.250000 10000 1077 268 563 863 360.880549
2746 20 10 0.250000 10000 1078 268 563 863 360.750361
2747 20 10 0.250000 10000 1078 268 564 863 360.620267
2748 20 10 0.250000 10000 1078 269 564 863 360.490267
2749 20 10 0.250000 10000 1079 269 564 863 360.360360
2750 20 10 0.250000 10000 1079 269 565 863 360.230548
2751 20 10 0.250000 10000 1079 270 565 863 360.100828
2752 20 10 0.250000 10000 1079 270 566 863 359.971202
2753 20 10 0.250000 10000 1079 270 566 864 359.841670
2754 20 10 0.250000 10000 1080 270 566 864 359.712230
2755 20 10 0.250000 10000 1081 270 566 864 359.582884
2756 20 10 0.250000 10000 1081 270 566 865 359.453630
2757 20 10 0.250000 10000 1082 270 566 865 359.324470
2758 20 10 0.250000 10000 1083 270 566 865 359.195402
2759 20 10 0.250000 10000 1083 270 566 866 359.066427
2760 20 10 0.250000 10000 1083 270 566 867 358.937545
2761 20 10 0.250000 10000 1084 270 566 867 358.808755
2762 20 10 0.250000 10000 1084 271 566 867 358.680057
2763 20 10 0.250000 10000 1084 271 567 867 358.551452
2764 20 10 0.250000 10000 1084 271 568 867 358.422939
2765 20 10 0.250000 10000 1084 271 569 867 358.294518
2766 20 10 0.250000 10000 1084 271 569 868 358.166189
2767 20 10 0.250000 10000 1084 271 570 868 358.037952
2768 20 10 0.250000 10000 1085 271 570 868 357.909807
2769 20 10 0.250000 10000 1085 271 570 869 357.781753
